"","ID","Module","RepeatInSess","CorrectDiag","SelectedDiag","Correct","respRT","Confidence","Session","DataSet","Expertise"
"14575",49895142,1,1,4,4,1,10089,2,3,2,2
"14576",49895142,1,1,36,36,1,5114,4,3,2,2
"14577",49895142,1,1,10,10,1,9443,4,3,2,2
"14578",49895142,1,1,17,17,1,5677,1,3,2,2
"14579",49895142,1,1,1,1,1,5553,4,3,2,2
"14580",49895142,1,1,26,26,1,8906,4,3,2,2
"14581",49895142,1,1,16,16,1,8996,2,3,2,2
"14582",49895142,1,1,9,9,1,4415,4,3,2,2
"14583",49895142,1,1,35,35,1,4987,4,3,2,2
"14584",49895142,1,1,25,25,1,5045,2,3,2,2
"14585",49895142,1,1,42,42,1,12784,4,3,2,2
"14586",49895142,1,1,14,14,1,6931,4,3,2,2
"14587",49895142,1,1,24,32,0,8811,1,3,2,2
"14588",49895142,1,1,6,6,1,5748,3,3,2,2
"14589",49895142,1,1,27,27,1,8654,2,3,2,2
"14590",49895142,1,1,11,11,1,13563,2,3,2,2
"14591",49895142,1,1,34,47,0,10352,2,3,2,2
"14592",49895142,1,1,44,44,1,3872,4,3,2,2
"14593",49895142,1,1,38,3,0,15917,2,3,2,2
"14594",49895142,1,1,46,46,1,5694,2,3,2,2
"14595",49895142,1,1,45,45,1,5812,4,3,2,2
"14596",49895142,1,1,47,47,1,8557,2,3,2,2
"14597",49895142,1,1,18,18,1,5526,2,3,2,2
"14598",49895142,1,1,8,8,1,6843,4,3,2,2
"14599",49895142,1,2,10,10,1,10268,2,3,2,2
"14600",49895142,1,2,21,21,1,6264,4,3,2,2
"14601",49895142,1,2,33,33,1,15491,4,3,2,2
"14602",49895142,1,2,39,39,1,10067,4,3,2,2
"14603",49895142,1,2,42,42,1,10462,4,3,2,2
"14604",49895142,1,2,12,9,0,12067,1,3,2,2
"14605",49895142,1,2,46,46,1,10832,4,3,2,2
"14606",49895142,1,2,11,11,1,10864,4,3,2,2
"14607",49895142,1,2,27,27,1,7159,4,3,2,2
"14608",49895142,1,2,35,35,1,13194,4,3,2,2
"14609",49895142,1,2,3,3,1,11887,2,3,2,2
"14610",49895142,1,2,13,13,1,11577,2,3,2,2
"14611",49895142,1,2,47,47,1,6862,4,3,2,2
"14612",49895142,1,2,45,45,1,4959,4,3,2,2
"14613",49895142,1,2,14,14,1,12076,2,3,2,2
"14614",49895142,1,2,24,24,1,15899,1,3,2,2
"14615",49895142,1,2,38,2,0,11335,2,3,2,2
"14616",49895142,1,2,41,41,1,3820,4,3,2,2
"14617",49895142,1,2,23,23,1,8894,4,3,2,2
"14618",49895142,1,2,15,15,1,10411,4,3,2,2
"14619",49895142,1,2,26,26,1,5878,4,3,2,2
"14620",49895142,1,2,43,43,1,15678,1,3,2,2
"14621",49895142,1,2,29,29,1,4109,3,3,2,2
"14622",49895142,1,2,9,9,1,6214,4,3,2,2
"14623",49895142,1,2,18,18,1,3259,2,3,2,2
"14624",49895142,1,2,28,28,1,8841,2,3,2,2
"14625",49895142,1,2,25,25,1,4818,4,3,2,2
"14626",49895142,1,2,44,44,1,11491,5,3,2,2
"14627",49895142,1,2,22,22,1,3812,4,3,2,2
"14628",49895142,1,2,32,32,1,4056,4,3,2,2
"14629",49895142,1,2,34,34,1,6676,4,3,2,2
"14630",49895142,1,2,4,4,1,4912,4,3,2,2
"14631",49895142,1,3,14,14,1,4259,4,3,2,2
"14632",49895142,1,3,38,6,0,11246,1,3,2,2
"14633",49895142,1,3,31,31,1,5014,4,3,2,2
"14634",49895142,1,3,43,43,1,5014,4,3,2,2
"14635",49895142,1,3,4,4,1,10367,3,3,2,2
"14636",49895142,1,3,2,15,0,8958,4,3,2,2
"14637",49895142,1,3,32,12,0,13224,1,3,2,2
"14638",49895142,1,3,25,25,1,8050,4,3,2,2
"14639",49895142,1,3,45,45,1,6280,4,3,2,2
"14640",49895142,1,3,5,5,1,6901,4,3,2,2
"14641",49895142,1,3,28,28,1,5635,4,3,2,2
"14642",49895142,1,3,37,37,1,7762,2,3,2,2
"14643",49895142,1,3,12,12,1,9596,4,3,2,2
"14644",49895142,1,3,13,13,1,8486,2,3,2,2
"14645",49895142,1,3,27,27,1,4463,4,3,2,2
"14646",49895142,1,3,41,35,0,15834,2,3,2,2
"14647",49895142,2,1,12,12,1,15878,1,1,2,2
"14648",49895142,2,1,26,26,1,5507,4,1,2,2
"14649",49895142,2,1,33,33,1,6915,2,1,2,2
"14650",49895142,2,1,42,32,0,14202,2,1,2,2
"14651",49895142,2,1,29,29,1,3195,4,1,2,2
"14652",49895142,2,1,28,28,1,7660,4,1,2,2
"14653",49895142,2,1,9,9,1,2669,4,1,2,2
"14654",49895142,2,1,22,22,1,5082,4,1,2,2
"14655",49895142,2,1,15,15,1,6095,1,1,2,2
"14656",49895142,2,1,36,36,1,7350,4,1,2,2
"14657",49895142,2,1,41,10,0,19595,2,1,2,2
"14658",49895142,2,1,20,20,1,5259,4,1,2,2
"14659",49895142,2,1,38,11,0,10143,2,1,2,2
"14660",49895142,2,1,6,6,1,8087,2,1,2,2
"14661",49895142,2,1,19,19,1,2985,4,1,2,2
"14662",49895142,2,1,45,32,0,7923,1,1,2,2
"14663",49973659,1,1,36,38,0,10509,2,1,2,2
"14664",49973659,1,1,42,42,1,8310,4,1,2,2
"14665",49973659,1,1,32,32,1,12346,1,1,2,2
"14666",49973659,1,1,21,21,1,9237,5,1,2,2
"14667",49973659,1,1,31,7,0,17214,1,1,2,2
"14668",49973659,1,1,39,28,0,12046,1,1,2,2
"14669",49973659,1,1,8,8,1,14014,2,1,2,2
"14670",49973659,1,1,12,12,1,9765,1,1,2,2
"14671",49973659,1,1,16,16,1,3099,5,1,2,2
"14672",49973659,1,1,44,44,1,4228,5,1,2,2
"14673",49973659,1,1,1,1,1,5862,5,1,2,2
"14674",49973659,1,1,13,13,1,14724,2,1,2,2
"14675",49973659,1,1,35,35,1,4330,5,1,2,2
"14676",49973659,1,1,2,22,0,10848,4,1,2,2
"14677",49973659,1,1,18,1,0,5834,1,1,2,2
"14678",49973659,1,1,34,35,0,9056,2,1,2,2
"14679",49973659,1,1,22,22,1,5707,1,1,2,2
"14680",49973659,1,1,37,13,0,6548,1,1,2,2
"14681",49973659,1,1,24,15,0,14558,1,1,2,2
"14682",49973659,1,1,30,40,0,15503,1,1,2,2
"14683",49973659,1,1,5,5,1,8563,1,1,2,2
"14684",49973659,1,1,3,3,1,6599,2,1,2,2
"14685",49973659,1,1,7,7,1,7856,2,1,2,2
"14686",49973659,1,1,10,34,0,8444,2,1,2,2
"14687",49973659,1,1,19,19,1,9091,4,1,2,2
"14688",49973659,1,1,47,20,0,16454,1,1,2,2
"14689",49973659,1,1,45,45,1,8912,2,1,2,2
"14690",49973659,1,1,9,6,0,11817,1,1,2,2
"14691",49973659,1,1,4,30,0,10956,1,1,2,2
"14692",49973659,1,1,46,46,1,6307,5,1,2,2
"14693",49973659,1,1,29,19,0,13734,1,1,2,2
"14694",49973659,1,1,15,15,1,7583,5,1,2,2
"14695",49973659,1,1,6,6,1,12422,4,1,2,2
"14696",49973659,1,1,26,26,1,7877,5,1,2,2
"14697",49973659,1,1,38,37,0,7479,2,1,2,2
"14698",49973659,1,1,28,28,1,6759,4,1,2,2
"14699",49973659,1,1,33,18,0,13211,2,1,2,2
"14700",49973659,1,1,20,20,1,10000,2,1,2,2
"14701",49973659,1,1,40,40,1,10929,3,1,2,2
"14702",49973659,1,1,41,41,1,8848,5,1,2,2
"14703",49973659,1,1,23,33,0,15969,1,1,2,2
"14704",49973659,1,1,27,11,0,9358,4,1,2,2
"14705",49973659,1,1,25,6,0,12941,1,1,2,2
"14706",49973659,1,1,43,43,1,3925,5,1,2,2
"14707",49973659,1,1,11,11,1,6471,5,1,2,2
"14708",49973659,1,1,17,18,0,8995,5,1,2,2
"14709",49973659,1,1,14,14,1,5249,5,1,2,2
"14710",49973659,1,1,21,21,1,6929,4,2,2,2
"14711",49973659,1,1,5,5,1,13700,4,2,2,2
"14712",49973659,1,1,35,35,1,6709,4,2,2,2
"14713",49973659,1,1,33,33,1,6985,5,2,2,2
"14714",49973659,1,1,27,27,1,6184,5,2,2,2
"14715",49973659,1,1,13,13,1,15447,3,2,2,2
"14716",49973659,1,1,41,41,1,3310,5,2,2,2
"14717",49973659,1,1,30,30,1,7712,5,2,2,2
"14718",49973659,1,1,18,18,1,8432,4,2,2,2
"14719",49973659,1,1,25,25,1,8845,4,2,2,2
"14720",49973659,1,1,28,28,1,2278,5,2,2,2
"14721",49973659,1,1,29,29,1,16010,2,2,2,2
"14722",49973659,1,1,31,31,1,6800,4,2,2,2
"14723",49973659,1,1,14,14,1,5966,5,2,2,2
"14724",49973659,1,1,42,42,1,13032,4,2,2,2
"14725",49973659,1,1,24,24,1,8123,2,2,2,2
"14726",49973659,1,1,36,36,1,5770,5,2,2,2
"14727",49973659,1,1,19,19,1,3512,5,2,2,2
"14728",49973659,1,1,47,47,1,6456,5,2,2,2
"14729",49973659,1,1,6,25,0,11947,3,2,2,2
"14730",49973659,1,1,1,13,0,12470,4,2,2,2
"14731",49973659,1,1,7,7,1,12901,1,2,2,2
"14732",49973659,1,1,46,46,1,7854,4,2,2,2
"14733",49973659,1,1,20,20,1,8373,4,2,2,2
"14734",49973659,1,1,37,37,1,6998,5,2,2,2
"14735",49973659,1,1,17,17,1,5624,5,2,2,2
"14736",49973659,1,1,15,15,1,6201,5,2,2,2
"14737",49973659,1,1,38,38,1,7568,5,2,2,2
"14738",49973659,1,1,45,45,1,8058,5,2,2,2
"14739",49973659,1,1,4,4,1,2703,5,2,2,2
"14740",49973659,1,1,43,43,1,3173,5,2,2,2
"14741",49973659,1,1,40,40,1,3628,5,2,2,2
"14742",49973659,1,1,2,2,1,14690,3,2,2,2
"14743",49973659,1,1,16,16,1,3122,5,2,2,2
"14744",49973659,1,1,23,28,0,15357,1,2,2,2
"14745",49973659,1,1,9,14,0,7284,2,2,2,2
"14746",49973659,1,1,34,5,0,6316,5,2,2,2
"14747",49973659,1,1,12,12,1,12105,5,2,2,2
"14748",49973659,1,1,11,11,1,5639,5,2,2,2
"14749",49973659,1,1,8,8,1,4118,5,2,2,2
"14750",49973659,1,1,26,26,1,2703,5,2,2,2
"14751",49973659,1,1,3,3,1,9090,5,2,2,2
"14752",49973659,1,1,32,2,0,13525,5,2,2,2
"14753",49973659,1,1,22,22,1,3625,5,2,2,2
"14754",49973659,1,1,39,39,1,2128,5,2,2,2
"14755",49973659,1,1,10,30,0,7567,2,2,2,2
"14756",49973659,1,1,44,44,1,2980,5,2,2,2
"14757",49973659,1,2,5,10,0,8188,4,2,2,2
"14758",49973659,1,2,33,33,1,4148,5,2,2,2
"14759",49973659,1,2,32,32,1,7331,5,2,2,2
"14760",49973659,1,2,37,37,1,5985,5,2,2,2
"14761",49973659,1,2,8,8,1,3609,5,2,2,2
"14762",49973659,1,2,27,27,1,10275,2,2,2,2
"14763",49973659,1,2,3,3,1,9676,2,2,2,2
"14764",49973659,1,2,44,44,1,3191,5,2,2,2
"14765",49973659,1,2,35,35,1,1734,5,2,2,2
"14766",49973659,1,2,29,29,1,4207,5,2,2,2
"14767",49973659,1,2,19,19,1,7828,5,2,2,2
"14768",49973659,1,2,28,28,1,3421,5,2,2,2
"14769",49973659,1,2,36,36,1,7526,5,2,2,2
"14770",49973659,1,2,10,8,0,1966,5,2,2,2
"14771",49973659,1,2,41,41,1,4664,5,2,2,2
"14772",49973659,1,2,2,2,1,7593,5,2,2,2
"14773",49973659,1,2,30,30,1,10854,2,2,2,2
"14774",49973659,1,2,6,6,1,4973,5,2,2,2
"14775",49973659,1,2,13,13,1,9168,5,2,2,2
"14776",49973659,1,2,16,16,1,3001,5,2,2,2
"14777",49973659,1,2,39,23,0,10165,4,2,2,2
"14778",49973659,1,2,7,7,1,5843,5,2,2,2
"14779",49973659,1,2,9,9,1,6100,5,2,2,2
"14780",49973659,1,2,47,47,1,4809,5,2,2,2
"14781",49973659,1,2,22,22,1,3858,5,2,2,2
"14782",49973659,1,2,11,27,0,8292,5,2,2,2
"14783",49973659,1,2,26,26,1,5416,5,2,2,2
"14784",49973659,1,2,38,37,0,5483,5,2,2,2
"14785",49973659,1,2,42,42,1,10329,4,2,2,2
"14786",49973659,1,2,12,12,1,4534,5,2,2,2
"14787",49973659,1,2,20,20,1,11996,1,2,2,2
"14788",49973659,1,2,25,25,1,6726,4,2,2,2
"14789",49973659,1,2,18,18,1,3992,5,2,2,2
"14790",49973659,1,2,45,45,1,3885,5,2,2,2
"14791",49973659,1,2,1,1,1,3739,5,2,2,2
"14792",49973659,1,2,34,34,1,4660,5,2,2,2
"14793",49973659,1,2,24,24,1,11174,2,2,2,2
"14794",49973659,1,2,31,31,1,3152,5,2,2,2
"14795",49973659,1,2,46,46,1,2865,5,2,2,2
"14796",49973659,1,2,14,14,1,2301,5,2,2,2
"14797",49973659,1,2,15,15,1,11238,2,2,2,2
"14798",49973659,1,2,21,21,1,2221,5,2,2,2
"14799",49973659,1,2,43,43,1,4445,5,2,2,2
"14800",49973659,1,2,23,23,1,4145,5,2,2,2
"14801",49973659,1,2,4,4,1,3287,5,2,2,2
"14802",49973659,1,2,17,17,1,7307,5,2,2,2
"14803",49973659,1,2,40,40,1,5259,5,2,2,2
"14804",49973659,1,3,17,17,1,9593,2,2,2,2
"14805",49973659,1,3,30,30,1,5840,4,2,2,2
"14806",49973659,1,3,47,47,1,6819,4,2,2,2
"14807",49973659,1,3,34,34,1,6382,4,2,2,2
"14808",49973659,1,3,45,45,1,14925,1,2,2,2
"14809",49973659,1,3,31,31,1,4651,5,2,2,2
"14810",49973659,1,3,14,14,1,2467,5,2,2,2
"14811",49973659,1,3,28,19,0,14970,1,2,2,2
"14812",49973659,1,3,22,22,1,4544,5,2,2,2
"14813",49973659,1,3,29,29,1,3195,5,2,2,2
"14814",49973659,1,3,35,35,1,4108,5,2,2,2
"14815",49973659,1,3,10,10,1,12663,4,2,2,2
"14816",49973659,1,3,43,43,1,4114,4,2,2,2
"14817",49973659,1,3,44,44,1,4191,5,2,2,2
"14818",49973659,1,3,13,13,1,6793,5,2,2,2
"14819",49973659,1,3,4,4,1,2591,5,2,2,2
"14820",49973659,1,3,1,1,1,7413,5,2,2,2
"14821",49973659,1,3,41,41,1,4586,5,2,2,2
"14822",49973659,1,3,26,26,1,2904,5,2,2,2
"14823",49973659,1,3,32,17,0,7063,4,2,2,2
"14824",49973659,1,3,33,33,1,6137,5,2,2,2
"14825",49973659,1,3,39,39,1,6867,5,2,2,2
"14826",49973659,1,3,38,38,1,5951,5,2,2,2
"14827",49973659,1,3,18,18,1,6385,5,2,2,2
"14828",49973659,1,3,15,15,1,9672,4,2,2,2
"14829",49973659,1,3,9,9,1,6667,4,2,2,2
"14830",49973659,1,3,42,42,1,4315,5,2,2,2
"14831",49973659,1,3,19,19,1,4747,5,2,2,2
"14832",49973659,1,3,23,34,0,12124,2,2,2,2
"14833",49973659,1,3,40,40,1,4049,5,2,2,2
"14834",49973659,1,3,5,5,1,10116,2,2,2,2
"14835",49973659,1,3,8,8,1,4097,5,2,2,2
"14836",49973659,1,3,37,37,1,3946,5,2,2,2
"14837",49973659,1,3,6,6,1,2465,5,2,2,2
"14838",49973659,1,3,3,7,0,8606,4,2,2,2
"14839",49973659,1,3,24,24,1,9653,4,2,2,2
"14840",49973659,1,3,7,7,1,5742,4,2,2,2
"14841",49973659,1,3,16,45,0,8884,5,2,2,2
"14842",49973659,1,3,11,11,1,9674,2,2,2,2
"14843",49973659,1,3,21,21,1,4851,4,2,2,2
"14844",49973659,1,3,27,27,1,3160,5,2,2,2
"14845",49973659,1,3,46,46,1,6324,5,2,2,2
"14846",49973659,1,3,25,25,1,3217,5,2,2,2
"14847",49973659,1,3,20,20,1,3343,5,2,2,2
"14848",49973659,1,3,2,2,1,11493,2,2,2,2
"14849",49973659,1,3,36,36,1,3682,5,2,2,2
"14850",49973659,1,3,12,12,1,11140,4,2,2,2
"14851",49973659,1,1,16,16,1,2989,5,3,2,2
"14852",49973659,1,1,11,11,1,1744,5,3,2,2
"14853",49973659,1,1,23,23,1,5712,4,3,2,2
"14854",49973659,1,1,8,8,1,2274,5,3,2,2
"14855",49973659,1,1,17,17,1,5188,5,3,2,2
"14856",49973659,1,1,44,44,1,2075,5,3,2,2
"14857",49973659,1,1,10,10,1,8167,5,3,2,2
"14858",49973659,1,1,19,19,1,1702,5,3,2,2
"14859",49973659,1,1,26,26,1,7674,5,3,2,2
"14860",49973659,1,1,4,4,1,2206,5,3,2,2
"14861",49973659,1,1,35,35,1,9751,5,3,2,2
"14862",49973659,1,1,6,6,1,7121,5,3,2,2
"14863",49973659,1,1,31,35,0,11535,5,3,2,2
"14864",49973659,1,1,22,22,1,2052,5,3,2,2
"14865",49973659,1,1,33,33,1,5585,5,3,2,2
"14866",49973659,1,1,1,1,1,4068,5,3,2,2
"14867",49973659,1,1,27,27,1,3069,5,3,2,2
"14868",49973659,1,1,24,24,1,7301,5,3,2,2
"14869",49973659,1,1,34,34,1,5736,5,3,2,2
"14870",49973659,1,1,5,5,1,10659,4,3,2,2
"14871",49973659,1,1,13,13,1,7173,5,3,2,2
"14872",49973659,1,1,37,37,1,8411,5,3,2,2
"14873",49973659,1,1,42,42,1,5151,5,3,2,2
"14874",49973659,1,1,14,14,1,8075,5,3,2,2
"14875",49973659,1,1,45,45,1,6481,5,3,2,2
"14876",49973659,1,1,21,21,1,4887,5,3,2,2
"14877",49973659,1,1,36,36,1,3949,5,3,2,2
"14878",49973659,1,1,12,12,1,7318,5,3,2,2
"14879",49973659,1,1,20,20,1,2533,5,3,2,2
"14880",49973659,1,1,41,41,1,2013,5,3,2,2
"14881",49973659,1,1,43,43,1,11795,5,3,2,2
"14882",49973659,1,1,39,8,0,3664,5,3,2,2
"14883",49973659,1,1,9,9,1,4656,5,3,2,2
"14884",49973659,1,1,29,29,1,3582,5,3,2,2
"14885",49973659,1,1,40,40,1,2473,5,3,2,2
"14886",49973659,1,1,32,36,0,10601,5,3,2,2
"14887",49973659,1,1,3,3,1,2388,5,3,2,2
"14888",49973659,1,1,7,7,1,3524,5,3,2,2
"14889",49973659,1,1,2,2,1,5141,5,3,2,2
"14890",49973659,1,1,47,10,0,7355,4,3,2,2
"14891",49973659,1,1,25,25,1,4785,5,3,2,2
"14892",49973659,1,1,38,14,0,12335,5,3,2,2
"14893",49973659,1,1,28,28,1,3940,5,3,2,2
"14894",49973659,1,1,46,46,1,4541,5,3,2,2
"14895",49973659,1,1,18,18,1,2992,5,3,2,2
"14896",49973659,1,1,15,15,1,7372,5,3,2,2
"14897",49973659,1,1,30,30,1,7387,5,3,2,2
"14898",49973659,1,2,18,18,1,5126,5,3,2,2
"14899",49973659,1,2,5,5,1,4547,5,3,2,2
"14900",49973659,1,2,47,47,1,4823,5,3,2,2
"14901",49973659,1,2,10,3,0,10118,5,3,2,2
"14902",49973659,1,2,32,32,1,4111,5,3,2,2
"14903",49973659,1,2,45,45,1,12758,5,3,2,2
"14904",49973659,1,2,13,13,1,2563,5,3,2,2
"14905",49973659,1,2,29,29,1,2533,5,3,2,2
"14906",49973659,1,2,33,33,1,3181,5,3,2,2
"14907",49973659,1,2,14,14,1,4216,5,3,2,2
"14908",49973659,1,2,25,25,1,8741,5,3,2,2
"14909",49973659,1,2,41,41,1,3736,5,3,2,2
"14910",49973659,1,2,40,40,1,2215,5,3,2,2
"14911",49973659,1,2,34,34,1,4502,5,3,2,2
"14912",49973659,1,2,2,2,1,3677,5,3,2,2
"14913",49973659,1,2,8,8,1,7910,5,3,2,2
"14914",49973659,1,2,42,2,0,12101,5,3,2,2
"14915",49973659,1,2,7,7,1,3923,5,3,2,2
"14916",49973659,1,2,3,3,1,9515,4,3,2,2
"14917",49973659,1,2,9,9,1,3654,5,3,2,2
"14918",49973659,1,2,35,35,1,2481,5,3,2,2
"14919",49973659,1,2,39,39,1,2559,5,3,2,2
"14920",49973659,1,2,38,38,1,5098,5,3,2,2
"14921",49973659,1,2,43,43,1,4546,5,3,2,2
"14922",49973659,1,2,16,16,1,9868,4,3,2,2
"14923",49973659,1,2,26,26,1,2927,5,3,2,2
"14924",49973659,1,2,19,19,1,3735,5,3,2,2
"14925",49973659,1,2,4,4,1,3275,5,3,2,2
"14926",49973659,1,2,22,22,1,5619,5,3,2,2
"14927",49973659,1,2,21,21,1,5746,5,3,2,2
"14928",49973659,1,2,31,31,1,4238,5,3,2,2
"14929",49973659,1,2,11,11,1,9579,5,3,2,2
"14930",49973659,1,2,20,20,1,6130,5,3,2,2
"14931",49973659,1,2,6,6,1,7686,4,3,2,2
"14932",49973659,1,2,1,1,1,6123,5,3,2,2
"14933",49973659,1,2,30,30,1,9606,4,3,2,2
"14934",49973659,1,2,36,3,0,11824,4,3,2,2
"14935",49973659,1,2,27,27,1,2532,5,3,2,2
"14936",49973659,1,2,28,28,1,4421,5,3,2,2
"14937",49973659,1,2,46,46,1,6252,5,3,2,2
"14938",49973659,1,2,44,44,1,2356,5,3,2,2
"14939",49973659,1,2,17,18,0,4867,5,3,2,2
"14940",49973659,1,2,24,20,0,3461,5,3,2,2
"14941",49973659,1,2,15,15,1,2690,5,3,2,2
"14942",49973659,1,2,37,37,1,3605,5,3,2,2
"14943",49973659,1,2,12,12,1,3078,5,3,2,2
"14944",49973659,1,2,23,23,1,10065,4,3,2,2
"14945",49973659,1,3,31,31,1,3094,5,3,2,2
"14946",49973659,1,3,2,2,1,3002,5,3,2,2
"14947",49973659,1,3,23,23,1,7331,5,3,2,2
"14948",49973659,1,3,41,41,1,4709,5,3,2,2
"14949",49973659,1,3,38,38,1,5215,5,3,2,2
"14950",49973659,1,3,20,20,1,1944,5,3,2,2
"14951",49973659,1,3,40,40,1,5572,5,3,2,2
"14952",49973659,1,3,6,6,1,5074,5,3,2,2
"14953",49973659,1,3,9,9,1,1742,5,3,2,2
"14954",49973659,1,3,43,43,1,2753,5,3,2,2
"14955",49973659,1,3,1,1,1,6490,5,3,2,2
"14956",49973659,1,3,12,12,1,4218,5,3,2,2
"14957",49973659,1,3,45,45,1,5348,5,3,2,2
"14958",49973659,1,3,7,7,1,5633,5,3,2,2
"14959",49973659,1,3,28,28,1,5270,5,3,2,2
"14960",49973659,1,3,30,30,1,9312,4,3,2,2
"14961",49973659,1,3,35,35,1,2172,5,3,2,2
"14962",49973659,1,3,21,21,1,3582,5,3,2,2
"14963",49973659,1,3,13,13,1,13580,4,3,2,2
"14964",49973659,1,3,39,39,1,7794,5,3,2,2
"14965",49973659,1,3,44,44,1,2874,5,3,2,2
"14966",49973659,1,3,37,37,1,17509,1,3,2,2
"14967",49973659,1,3,15,15,1,9140,4,3,2,2
"14968",49973659,1,3,34,34,1,6196,4,3,2,2
"14969",49973659,1,3,32,32,1,11777,4,3,2,2
"14970",49973659,1,3,3,3,1,3111,4,3,2,2
"14971",49973659,1,3,42,42,1,8795,5,3,2,2
"14972",49973659,1,3,8,8,1,3048,5,3,2,2
"14973",49973659,1,3,14,14,1,1956,5,3,2,2
"14974",49973659,1,3,46,46,1,2743,5,3,2,2
"14975",49973659,1,3,47,47,1,2705,5,3,2,2
"14976",49973659,1,3,19,19,1,4044,5,3,2,2
"14977",49973659,1,3,16,16,1,6285,5,3,2,2
"14978",49973659,1,3,4,4,1,1729,5,3,2,2
"14979",49973659,1,3,10,10,1,7281,5,3,2,2
"14980",49973659,1,3,25,25,1,4651,5,3,2,2
"14981",49973659,1,3,36,36,1,7114,5,3,2,2
"14982",49973659,1,3,27,27,1,4419,5,3,2,2
"14983",49973659,1,3,24,24,1,7738,4,3,2,2
"14984",49973659,1,3,29,29,1,4284,5,3,2,2
"14985",49973659,1,3,11,11,1,4537,5,3,2,2
"14986",49973659,1,3,18,18,1,5763,5,3,2,2
"14987",49973659,1,3,17,17,1,4890,5,3,2,2
"14988",49973659,1,3,22,22,1,5885,5,3,2,2
"14989",49973659,1,3,33,33,1,3243,5,3,2,2
"14990",49973659,1,3,26,26,1,3347,5,3,2,2
"14991",49973659,1,3,5,37,0,12824,2,3,2,2
"14992",49973659,1,4,27,27,1,7497,5,3,2,2
"14993",49973659,1,4,8,8,1,3748,5,3,2,2
"14994",49973659,1,4,4,4,1,5856,5,3,2,2
"14995",49973659,1,4,42,42,1,6931,5,3,2,2
"14996",49973659,1,4,7,7,1,4296,5,3,2,2
"14997",49973659,1,4,30,30,1,10844,4,3,2,2
"14998",49973659,1,4,17,17,1,8091,4,3,2,2
"14999",49973659,1,4,46,46,1,4033,5,3,2,2
"15000",49973659,1,4,15,15,1,2387,5,3,2,2
"15001",49973659,1,4,22,22,1,3061,5,3,2,2
"15002",49973659,1,4,29,29,1,2876,5,3,2,2
"15003",49973659,1,4,45,45,1,1921,5,3,2,2
"15004",49973659,1,4,20,20,1,6141,5,3,2,2
"15005",49973659,1,4,36,36,1,5697,5,3,2,2
"15006",49973659,1,4,10,10,1,2600,5,3,2,2
"15007",49973659,1,4,18,18,1,3306,5,3,2,2
"15008",49973659,1,4,2,2,1,5188,5,3,2,2
"15009",49973659,1,4,9,9,1,2721,5,3,2,2
"15010",49973659,1,4,41,41,1,3464,5,3,2,2
"15011",49973659,1,4,24,24,1,5179,5,3,2,2
"15012",49973659,1,4,47,47,1,4220,5,3,2,2
"15013",49973659,1,4,39,39,1,5837,5,3,2,2
"15014",49973659,1,4,16,16,1,5060,5,3,2,2
"15015",49973659,1,4,44,44,1,1605,5,3,2,2
"15016",49973659,1,4,32,6,0,8156,4,3,2,2
"15017",49973659,1,4,28,28,1,5638,5,3,2,2
"15018",49973659,1,4,5,5,1,5434,5,3,2,2
"15019",49973659,1,4,43,43,1,6395,5,3,2,2
"15020",49973659,1,4,14,14,1,2275,5,3,2,2
"15021",49973659,1,4,38,38,1,2909,5,3,2,2
"15022",49973659,1,4,3,10,0,9196,4,3,2,2
"15023",49973659,1,4,13,13,1,3266,4,3,2,2
"15024",49973659,1,4,23,23,1,6379,5,3,2,2
"15025",49973659,1,4,34,34,1,2943,5,3,2,2
"15026",49973659,1,4,11,27,0,9586,5,3,2,2
"15027",49973659,1,4,12,12,1,3916,5,3,2,2
"15028",49973659,1,4,25,25,1,4449,5,3,2,2
"15029",49973659,1,4,35,35,1,1875,5,3,2,2
"15030",49973659,1,4,19,19,1,2028,5,3,2,2
"15031",49973659,1,4,40,40,1,3514,5,3,2,2
"15032",49973659,1,4,37,37,1,3694,5,3,2,2
"15033",49973659,1,4,31,31,1,4032,5,3,2,2
"15034",49973659,1,4,33,33,1,11073,5,3,2,2
"15035",49973659,1,4,26,26,1,9685,5,3,2,2
"15036",49973659,1,4,1,1,1,2916,5,3,2,2
"15037",49973659,1,4,21,21,1,2860,5,3,2,2
"15038",49973659,1,4,6,6,1,7988,5,3,2,2
"15039",49973659,1,5,20,2,0,11075,4,3,2,2
"15040",49973659,1,5,30,32,0,9972,4,3,2,2
"15041",49973659,1,5,10,10,1,11607,4,3,2,2
"15042",49973659,1,5,21,21,1,2669,5,3,2,2
"15043",49973659,1,5,25,25,1,2135,5,3,2,2
"15044",49973659,1,5,6,6,1,9546,2,3,2,2
"15045",49973659,1,5,22,22,1,3618,5,3,2,2
"15046",49973659,1,5,13,13,1,11363,5,3,2,2
"15047",49973659,1,5,28,28,1,5402,5,3,2,2
"15048",49973659,1,5,39,39,1,5299,5,3,2,2
"15049",49973659,1,5,16,16,1,2925,5,3,2,2
"15050",49973659,1,5,37,37,1,5611,5,3,2,2
"15051",49973659,1,5,41,41,1,3374,5,3,2,2
"15052",49973659,1,5,7,7,1,5776,5,3,2,2
"15053",49973659,1,5,14,14,1,2247,5,3,2,2
"15054",49973659,1,5,1,1,1,6735,4,3,2,2
